"V2","V3","V4","V5","V6","V7","V8","mem","spl","type","loss","mod"
0.630023668639555,0.809142172579686,0.899094148042268,0.935425491680132,0.96246937386579,0.970003492110717,1,1,1,"val","nll","sics"
0.756855560618184,0.8857093675473,0.942154752302036,0.963609563235794,0.979113475574546,0.983364110993013,1,1,1,"val","nll","sics"
0.783713719314546,0.900210745540128,0.949899365411511,0.968577500338869,0.982004382092805,0.985675293967301,1,1,1,"val","nll","sics"
0.652419935815379,0.823729272243373,0.907591453414935,0.941063876144993,0.965832647217429,0.972710745379047,1,1,1,"val","nll","sics"
0.440085795945325,0.661797240179621,0.804406720057318,0.869897133878795,0.922098922888782,0.937208524618294,1,1,1,"val","nll","sics"
0.70368308736475,0.85532925563702,0.925516893213674,0.952833756118179,0.972799037378453,0.978306257422555,1,1,1,"val","nll","sics"
0.194108752791501,0.374864751383555,0.557581214357635,0.67201949890495,0.783892576324935,0.820592977027484,1,1,1,"val","nll","sics"
0.395409446006419,0.619516809641201,0.773862645426718,0.847643084556358,0.907827866207194,0.925481773267234,1,1,1,"val","nll","sics"
0.732489627706286,0.872073556433963,0.934757272961984,0.958835932819376,0.976323648978059,0.981131102984613,1,1,1,"val","nll","sics"
0.466138434348863,0.684919594493502,0.82042470844872,0.881342959290789,0.929325399196213,0.943119822902423,1,1,1,"val","nll","sics"
0.754814420062155,0.884584973402686,0.941549022413552,0.963219728064763,0.97888608800683,0.983182204414607,1,1,1,"val","nll","sics"
0.0588655971529142,0.134737832792255,0.246577901803383,0.347291598326027,0.485053821073858,0.542911976880868,1,1,1,"val","nll","sics"
0.626142999650257,0.80656343212763,0.897576932910107,0.934414704090542,0.961864647503064,0.969516317159825,1,1,1,"val","nll","sics"
0.281500558985387,0.493774571876205,0.672133613484602,0.769205937533529,0.855077885456058,0.881516483618817,1,1,1,"val","nll","sics"
0.800357045818577,0.908931262017239,0.95449711415745,0.971512557318419,0.983706382425762,0.987034688510462,1,1,1,"val","nll","sics"
